champ,role,winrate,banrate,pickrate,change,rank
Dr. Mundo,TOP,52.92,12.78,5.84,no change,irontogold
Dr. Mundo,JUNGLE,50.86,12.78,1.24,no change,irontogold
Draven,ADC,49.69,6.06,4.9,no change,irontogold
Ekko,JUNGLE,50.17,2.99,4.21,no change,irontogold
Ekko,MID,50.02,2.99,3.49,no change,irontogold
Elise,JUNGLE,48.22,3.43,2.32,no change,irontogold
Evelynn,JUNGLE,48.72,5.67,4.04,no change,irontogold
Ezreal,ADC,49.32,17.64,23.93,no change,irontogold
Fiddlesticks,JUNGLE,50.87,2.66,3.66,no change,irontogold
Fiora,TOP,50.29,8.23,5.9,no change,irontogold
Fizz,MID,50.11,8.39,4.14,no change,irontogold
Galio,MID,50.75,1.02,2.33,no change,irontogold
Galio,SUPPORT,48.67,1.02,2.02,no change,irontogold
Gangplank,TOP,45.49,0.95,2.27,no change,irontogold
Gangplank,MID,46.21,0.95,0.48,no change,irontogold
Garen,TOP,51.52,4.72,7.55,no change,irontogold
Gnar,TOP,48.28,1.81,3.09,no change,irontogold
Gragas,TOP,47.36,0.19,0.31,no change,irontogold
Gragas,JUNGLE,47.14,0.19,1.49,no change,irontogold
Gragas,SUPPORT,44.72,0.19,0.32,no change,irontogold
Graves,JUNGLE,49.66,2.19,5.92,no change,irontogold
Gwen,TOP,46.91,18.76,5.18,nerf,irontogold
Gwen,JUNGLE,48.04,18.76,1.23,nerf,irontogold
Gwen,MID,47.01,18.76,0.9,nerf,irontogold
Hecarim,JUNGLE,49.05,3.05,4.21,no change,irontogold
Heimerdinger,MID,52.11,1.51,1.2,no change,irontogold
Heimerdinger,TOP,50.7,1.51,0.97,no change,irontogold
Illaoi,TOP,51.13,6.44,3.49,no change,irontogold
Irelia,TOP,52.45,20.06,9.79,nerf,irontogold
Irelia,MID,52.61,20.06,6.93,nerf,irontogold
Ivern,JUNGLE,49.03,0.27,1.04,no change,irontogold
Janna,SUPPORT,49.69,0.18,2.83,no change,irontogold
Jarvan IV,JUNGLE,49.43,0.2,1.95,no change,irontogold
Jax,TOP,50.49,5.43,5.53,no change,irontogold
Jax,JUNGLE,50.47,5.43,2.18,no change,irontogold
Jayce,MID,49.21,0.63,0.82,no change,irontogold
Jayce,TOP,46.77,0.63,2.13,no change,irontogold
Jhin,ADC,50.62,5.18,14.51,no change,irontogold
Jinx,ADC,49.57,1.75,10.72,no change,irontogold
Kai'Sa,ADC,48.77,4.98,14.86,no change,irontogold
Kalista,ADC,46.44,0.46,2.18,no change,irontogold
Karma,SUPPORT,47.14,1.6,6.4,no change,irontogold
Karthus,MID,52.12,0.63,0.22,no change,irontogold
Karthus,JUNGLE,49.67,0.63,1.56,no change,irontogold
Kassadin,MID,49.2,4.5,3.38,no change,irontogold
Katarina,MID,49.7,16,9.43,no change,irontogold
Kayle,MID,55.66,1.61,1.56,nerf,irontogold
Kayle,TOP,52.13,1.61,3.81,nerf,irontogold
Kayn,JUNGLE,50.45,10.25,12.14,no change,irontogold
Kennen,MID,52.23,0.27,0.39,buff,irontogold
Kennen,TOP,49.82,0.27,1.29,buff,irontogold
Kha'Zix,JUNGLE,49.36,7.51,8.11,no change,irontogold
Kindred,JUNGLE,47.68,1.42,3.77,no change,irontogold
Kled,MID,53.95,1.2,0.32,no change,irontogold
Kled,TOP,50.51,1.2,1.77,no change,irontogold
Kog'Maw,ADC,51.94,2.43,4.71,no change,irontogold
LeBlanc,MID,48.11,8.53,6.47,no change,irontogold
Lee Sin,JUNGLE,47.73,16.29,14.54,no change,irontogold
Leona,SUPPORT,50.82,23.26,10.53,no change,irontogold
Lillia,JUNGLE,51.96,0.71,3.14,no change,irontogold
Lillia,TOP,51.16,0.71,0.47,no change,irontogold
Lissandra,MID,50.29,0.4,1.62,no change,irontogold
Lucian,MID,45.23,2.66,3.6,no change,irontogold
Lucian,ADC,45.99,2.66,7.23,no change,irontogold
Lulu,SUPPORT,50.23,21.96,11.58,no change,irontogold
Lux,SUPPORT,50.41,7.67,13.94,no change,irontogold
Lux,MID,51.9,7.67,5.53,no change,irontogold
Malphite,TOP,51.59,6.07,4.83,no change,irontogold
Malphite,MID,51.4,6.07,1.25,no change,irontogold
Malphite,SUPPORT,48.35,6.07,1.51,no change,irontogold
Malzahar,MID,52.84,5.68,4,no change,irontogold
Maokai,TOP,51.51,0.33,0.41,no change,irontogold
Maokai,SUPPORT,51.77,0.33,2.17,no change,irontogold
Master Yi,JUNGLE,51.88,24.06,11.14,no change,irontogold
Miss Fortune,ADC,50.98,2.21,11.81,no change,irontogold
Mordekaiser,TOP,49.66,11.89,7.16,buff,irontogold
Mordekaiser,MID,53.21,11.89,1.04,buff,irontogold
Morgana,SUPPORT,50.35,35.82,11.22,no change,irontogold
Nami,SUPPORT,51.37,0.2,4.05,no change,irontogold
Nasus,TOP,52.51,7.92,6.38,no change,irontogold
Nautilus,SUPPORT,49.67,10.79,8.53,no change,irontogold
Neeko,MID,50.39,0.78,2.11,no change,irontogold
Neeko,SUPPORT,48.25,0.78,0.89,no change,irontogold
Nidalee,JUNGLE,44.83,0.52,2.44,buff,irontogold
Nocturne,JUNGLE,51.6,27.86,9.56,no change,irontogold
Olaf,JUNGLE,47.91,1.41,2.06,no change,irontogold
Olaf,TOP,43.9,1.41,0.35,no change,irontogold
Orianna,MID,47.88,0.29,2.29,no change,irontogold
Ornn,TOP,51.37,0.6,3,no change,irontogold
Pantheon,MID,50.79,3.65,3.19,no change,irontogold
Pantheon,TOP,48.87,3.65,1.21,no change,irontogold
Pantheon,SUPPORT,46.54,3.65,2.98,no change,irontogold
Poppy,JUNGLE,50.26,0.61,1.76,no change,irontogold
Poppy,TOP,49.67,0.61,0.87,no change,irontogold
Pyke,SUPPORT,47.76,12.57,7.92,no change,irontogold
Qiyana,MID,45.52,1.37,2.66,no change,irontogold
Quinn,MID,52.55,1.09,0.28,no change,irontogold
Quinn,TOP,49.02,1.09,1.56,no change,irontogold
Rakan,SUPPORT,49,0.19,2.97,no change,irontogold
Rammus,JUNGLE,51.93,5.78,3.2,no change,irontogold
Rek'Sai,JUNGLE,48,0.61,1.51,no change,irontogold
Rell,SUPPORT,49.87,1.07,1.53,buff,irontogold
Renekton,TOP,46.19,4.44,4.11,no change,irontogold
Renekton,MID,48.77,4.44,0.92,no change,irontogold
Rengar,TOP,48.01,1.24,0.85,no change,irontogold
Rengar,JUNGLE,45.18,1.24,2.54,no change,irontogold
Riven,TOP,48.86,1.9,5.1,no change,irontogold
Riven,MID,51.34,1.9,0.83,no change,irontogold
Rumble,MID,50.33,0.89,0.55,tweak,irontogold
Rumble,TOP,47.25,0.89,0.56,tweak,irontogold
Rumble,JUNGLE,45.43,0.89,1.4,tweak,irontogold
Ryze,MID,46.14,0.36,3.3,no change,irontogold
Ryze,TOP,46.7,0.36,1.04,no change,irontogold
Samira,ADC,49.74,31.69,10.33,no change,irontogold
Sejuani,JUNGLE,50.71,0.24,1.95,no change,irontogold
Senna,SUPPORT,48.72,10.19,11.07,no change,irontogold
Senna,ADC,49.47,10.19,1.78,no change,irontogold
Seraphine,SUPPORT,49.99,2.57,5.03,no change,irontogold
Seraphine,MID,51.64,2.57,0.72,no change,irontogold
Sett,TOP,50.38,19.04,12.41,no change,irontogold
Sett,MID,52.52,19.04,2.08,no change,irontogold
Sett,SUPPORT,46.89,19.04,2,no change,irontogold
Shaco,JUNGLE,49.18,32.38,7.75,no change,irontogold
Shaco,SUPPORT,50.9,32.38,1.6,no change,irontogold
Shen,TOP,50.95,1.47,4.25,no change,irontogold
Shen,SUPPORT,47.84,1.47,0.59,no change,irontogold
Shyvana,JUNGLE,50.4,0.28,1.86,buff,irontogold
Shyvana,TOP,47.71,0.28,0.24,buff,irontogold
Singed,TOP,51.57,0.25,1.26,no change,irontogold
Sion,TOP,50.57,0.22,2.22,no change,irontogold
Sivir,ADC,50.92,1.13,4.25,no change,irontogold
Skarner,JUNGLE,51.11,0.15,0.74,no change,irontogold
Sona,SUPPORT,51.94,0.13,2.29,no change,irontogold
Soraka,SUPPORT,51.37,0.74,4.87,no change,irontogold
Swain,MID,54.69,5.29,0.65,no change,irontogold
Swain,SUPPORT,51.61,5.29,4.5,no change,irontogold
Swain,ADC,53.99,5.29,0.73,no change,irontogold
Sylas,MID,48.67,16.3,9.68,nerf,irontogold
Sylas,TOP,48.03,16.3,3.98,nerf,irontogold
Syndra,MID,47.1,0.51,1.79,buff,irontogold
Tahm Kench,TOP,50.35,2.19,3.19,no change,irontogold
Tahm Kench,SUPPORT,45.57,2.19,0.95,no change,irontogold
Taliyah,SUPPORT,50.19,0.08,0.09,no change,irontogold
Taliyah,MID,48,0.08,0.11,no change,irontogold
Taliyah,JUNGLE,47.46,0.08,0.61,no change,irontogold
Talon,MID,49.03,2.48,3.39,no change,irontogold
Taric,SUPPORT,51.24,0.16,1.51,no change,irontogold
Teemo,TOP,51.12,7.1,5.58,no change,irontogold
Teemo,MID,52.21,7.1,0.74,no change,irontogold
Thresh,SUPPORT,48.19,6.62,11.84,nerf,irontogold
Tristana,ADC,50.38,12.09,12.73,no change,irontogold
Trundle,JUNGLE,52.59,0.83,2.91,no change,irontogold
Trundle,TOP,51.28,0.83,1.57,no change,irontogold
Tryndamere,TOP,48.26,5.39,4.1,no change,irontogold
Tryndamere,MID,51.03,5.39,0.84,no change,irontogold
Tryndamere,JUNGLE,47.88,5.39,0.55,no change,irontogold
Twisted Fate,MID,47.32,0.17,2.54,no change,irontogold
Twitch,ADC,49.94,2.48,4.65,no change,irontogold
Twitch,JUNGLE,45.45,2.48,0.6,no change,irontogold
Udyr,JUNGLE,47.54,1.43,1.81,no change,irontogold
Urgot,TOP,50.78,4.14,3.87,no change,irontogold
Varus,ADC,48.43,0.86,5.35,no change,irontogold
Vayne,ADC,51.18,13.1,16.79,no change,irontogold
Vayne,TOP,48.9,13.1,2.23,no change,irontogold
Veigar,MID,51.35,1.95,4.76,no change,irontogold
Veigar,ADC,53.12,1.95,0.82,no change,irontogold
Veigar,SUPPORT,50.13,1.95,1.38,no change,irontogold
Vel'Koz,MID,51.62,0.83,1.44,no change,irontogold
Vel'Koz,SUPPORT,50.96,0.83,2.6,no change,irontogold
Vi,JUNGLE,52.04,0.65,3.5,nerf,irontogold
Viego,JUNGLE,50.64,26.91,11.97,nerf,irontogold
Viego,MID,50.73,26.91,3.34,nerf,irontogold
Viego,TOP,49.38,26.91,1.99,nerf,irontogold
Viktor,MID,50.76,0.46,2.68,no change,irontogold
Vladimir,MID,50.06,4.16,3.12,no change,irontogold
Vladimir,TOP,48.86,4.16,1.09,no change,irontogold
Volibear,JUNGLE,51.17,4.71,5.27,no change,irontogold
Volibear,TOP,49.21,4.71,3.29,no change,irontogold
Warwick,JUNGLE,51.77,4.46,7.46,no change,irontogold
Warwick,TOP,50.98,4.46,1.04,no change,irontogold
Wukong,TOP,52.4,2.56,3.54,nerf,irontogold
Wukong,MID,54.84,2.56,0.55,nerf,irontogold
Wukong,JUNGLE,50.24,2.56,0.75,nerf,irontogold
Xayah,ADC,47.86,0.38,3.27,buff,irontogold
Xerath,SUPPORT,51.18,6.36,5.58,no change,irontogold
Xerath,MID,51.24,6.36,3.03,no change,irontogold
Xin Zhao,JUNGLE,50.65,16.67,10.54,no change,irontogold
Yasuo,MID,50.75,27.66,13.83,no change,irontogold
Yasuo,TOP,51.44,27.66,3,no change,irontogold
Yasuo,ADC,51.45,27.66,2.17,no change,irontogold
Yone,MID,50.69,17.17,9.58,no change,irontogold
Yone,TOP,50.26,17.17,2.59,no change,irontogold
Yorick,TOP,52.1,3.14,3.2,no change,irontogold
Yuumi,SUPPORT,50.52,10,9.14,no change,irontogold
Zac,JUNGLE,52.5,1.33,3.67,no change,irontogold
Zed,MID,48.19,43.91,11.31,no change,irontogold
Ziggs,ADC,53.58,2.13,3.47,no change,irontogold
Ziggs,MID,50.79,2.13,2.69,no change,irontogold
Ziggs,SUPPORT,50.07,2.13,0.67,no change,irontogold
Zilean,SUPPORT,51.64,0.67,2.83,no change,irontogold
Zoe,MID,45.67,0.99,2.14,no change,irontogold
Zyra,SUPPORT,53.07,3.38,5.62,no change,irontogold
Aatrox,TOP,48.35,2.53,3.69,no change,irontogold
Ahri,MID,50.13,1.74,5.14,no change,irontogold
Akali,MID,47.4,13.2,6.54,no change,irontogold
Akali,TOP,46.91,13.2,2.68,no change,irontogold
Akshan,MID,44.6,22.68,5.25,no change,irontogold
Akshan,TOP,43.74,22.68,1.39,no change,irontogold
Akshan,ADC,43.46,22.68,3.83,no change,irontogold
Alistar,SUPPORT,50.54,1.46,4.48,no change,irontogold
Amumu,JUNGLE,53.19,1.03,3.83,no change,irontogold
Anivia,MID,52.25,2.58,2.64,no change,irontogold
Anivia,SUPPORT,47.64,2.58,0.46,no change,irontogold
Annie,MID,53.08,1.37,2.46,no change,irontogold
Annie,SUPPORT,49.84,1.37,0.32,no change,irontogold
Aphelios,ADC,48.81,1.94,5.6,no change,irontogold
Ashe,ADC,51.44,2.49,13.14,no change,irontogold
Aurelion Sol,MID,50.19,0.21,0.59,no change,irontogold
Azir,MID,44.16,0.21,1.05,no change,irontogold
Bard,SUPPORT,49.8,0.36,2.19,no change,irontogold
Blitzcrank,SUPPORT,50.58,14.3,7.27,no change,irontogold
Brand,SUPPORT,52.3,10.1,6.67,no change,irontogold
Brand,MID,53.43,10.1,1.24,no change,irontogold
Braum,SUPPORT,50.74,0.43,3.02,no change,irontogold
Caitlyn,ADC,48.85,8.22,13.5,no change,irontogold
Camille,TOP,51,4.94,5.68,no change,irontogold
Cassiopeia,MID,49.61,1.92,3.12,no change,irontogold
Cassiopeia,TOP,49.48,1.92,0.69,no change,irontogold
Cho'Gath,TOP,50.48,1.49,2.7,no change,irontogold
Cho'Gath,MID,51.07,1.49,0.52,no change,irontogold
Corki,MID,52.85,0.29,1.15,no change,irontogold
Corki,ADC,50.64,0.29,0.14,no change,irontogold
Darius,TOP,47.13,21.28,5.98,no change,irontogold
Diana,JUNGLE,51.08,14.1,10.4,nerf,irontogold
Diana,MID,50.93,14.1,3.65,nerf,irontogold
Dr. Mundo,TOP,52.04,8.78,5.29,no change,irontogold
Dr. Mundo,JUNGLE,50.3,8.78,0.81,no change,irontogold
Draven,ADC,49.68,6.37,4.8,no change,irontogold
Ekko,JUNGLE,50.11,3.16,4.3,no change,irontogold
Ekko,MID,50.39,3.16,3.35,no change,irontogold
Elise,JUNGLE,47.71,3.4,2.29,no change,irontogold
Evelynn,JUNGLE,48.48,5.57,4.4,no change,irontogold
Ezreal,ADC,49.36,13.21,21.43,no change,irontogold
Fiddlesticks,JUNGLE,50.87,2.31,3.89,no change,irontogold
Fiora,TOP,50.7,8.88,6.09,nerf,irontogold
Fizz,MID,50.34,8.2,4.28,no change,irontogold
Galio,MID,50.05,0.93,2.17,no change,irontogold
Galio,SUPPORT,48.7,0.93,1.91,no change,irontogold
Gangplank,TOP,45.56,0.93,2.43,no change,irontogold
Gangplank,MID,46.25,0.93,0.54,no change,irontogold
Garen,TOP,51.72,4.13,6.93,no change,irontogold
Garen,MID,55.25,4.13,0.87,no change,irontogold
Gnar,TOP,48.55,1.45,3,no change,irontogold
Gragas,JUNGLE,46.93,0.2,1.51,no change,irontogold
Gragas,TOP,46.39,0.2,0.33,no change,irontogold
Gragas,SUPPORT,46.43,0.2,0.35,no change,irontogold
Graves,JUNGLE,50.07,3.29,6.77,no change,irontogold
Graves,MID,53.72,3.29,1.38,no change,irontogold
Gwen,TOP,45.93,11.97,3.46,no change,irontogold
Gwen,MID,47.28,11.97,0.53,no change,irontogold
Gwen,JUNGLE,47.43,11.97,0.78,no change,irontogold
Hecarim,JUNGLE,49.08,2.36,3.83,no change,irontogold
Heimerdinger,MID,51.82,1.51,1.19,no change,irontogold
Heimerdinger,ADC,52.85,1.51,0.27,no change,irontogold
Heimerdinger,TOP,50.3,1.51,0.97,no change,irontogold
Illaoi,TOP,51.1,5.97,3.3,no change,irontogold
Irelia,TOP,51.36,31.66,9.24,no change,irontogold
Irelia,MID,51.58,31.66,7.25,no change,irontogold
Ivern,JUNGLE,48.82,0.29,0.92,no change,irontogold
Janna,SUPPORT,50.12,0.19,2.92,no change,irontogold
Jarvan IV,JUNGLE,49.43,0.2,2.09,buff,irontogold
Jax,TOP,50.05,5.23,5.61,no change,irontogold
Jax,JUNGLE,50.71,5.23,2.09,no change,irontogold
Jayce,MID,48.84,0.65,0.86,no change,irontogold
Jayce,TOP,46.8,0.65,2.57,no change,irontogold
Jhin,ADC,50.52,4.66,14.04,buff,irontogold
Jinx,ADC,49.37,1.34,9.11,no change,irontogold
Kai'Sa,ADC,49.11,4.03,13.34,no change,irontogold
Kalista,ADC,46.7,0.4,2.01,no change,irontogold
Karma,SUPPORT,46.83,1.3,5.65,tweak,irontogold
Karthus,MID,51.04,0.66,0.24,no change,irontogold
Karthus,JUNGLE,49.09,0.66,1.53,no change,irontogold
Kassadin,MID,49.74,4.63,3.34,no change,irontogold
Katarina,MID,50.05,17.26,9.67,no change,irontogold
Kayle,MID,54.25,1.45,1.06,no change,irontogold
Kayle,TOP,51.77,1.45,3.34,no change,irontogold
Kayn,JUNGLE,50.6,10.93,12.58,no change,irontogold
Kennen,MID,54.08,0.37,0.7,no change,irontogold
Kennen,TOP,50.62,0.37,1.99,no change,irontogold
Kha'Zix,JUNGLE,49.22,8.23,8.73,no change,irontogold
Kindred,JUNGLE,48.48,1.41,3.83,no change,irontogold
Kled,MID,54.85,1.08,0.3,no change,irontogold
Kled,TOP,50.19,1.08,1.68,no change,irontogold
Kog'Maw,ADC,52.46,1.53,3.45,no change,irontogold
LeBlanc,MID,48.48,10.33,6.48,no change,irontogold
Lee Sin,JUNGLE,47.91,17.26,14.96,nerf,irontogold
Leona,SUPPORT,50.72,22.84,10.44,no change,irontogold
Lillia,JUNGLE,51.1,0.7,2.7,no change,irontogold
Lillia,TOP,51.99,0.7,0.51,no change,irontogold
Lissandra,MID,49.91,0.49,1.7,no change,irontogold
Lucian,MID,45.99,2.57,3.68,no change,irontogold
Lucian,ADC,46.36,2.57,6.23,no change,irontogold
Lulu,SUPPORT,50.18,21.38,10.99,nerf,irontogold
Lux,SUPPORT,50.04,7.45,13.78,no change,irontogold
Lux,MID,51.64,7.45,5.19,no change,irontogold
Malphite,TOP,50.99,5.45,4.87,no change,irontogold
Malphite,MID,52.21,5.45,1.26,no change,irontogold
Malphite,SUPPORT,48.36,5.45,1.51,no change,irontogold
Malzahar,MID,52.7,5.42,3.67,no change,irontogold
Malzahar,TOP,53.52,5.42,0.45,no change,irontogold
Maokai,SUPPORT,51.71,0.32,2.06,tweak,irontogold
Maokai,TOP,48.92,0.32,0.38,tweak,irontogold
Master Yi,JUNGLE,52.15,24.12,11.18,no change,irontogold
Miss Fortune,ADC,50.86,1.97,11.74,no change,irontogold
Mordekaiser,TOP,50.39,12.32,8.17,no change,irontogold
Mordekaiser,MID,53.73,12.32,1.13,no change,irontogold
Morgana,SUPPORT,50.08,35.12,11.49,no change,irontogold
Nami,SUPPORT,51.23,0.22,4.18,no change,irontogold
Nasus,TOP,52.29,7.09,6.04,no change,irontogold
Nautilus,SUPPORT,49.86,10.46,8.18,no change,irontogold
Neeko,MID,49.85,0.74,1.95,no change,irontogold
Neeko,SUPPORT,48.28,0.74,0.87,no change,irontogold
Nidalee,JUNGLE,46.57,0.84,3.24,no change,irontogold
Nocturne,JUNGLE,51.18,16.08,7.52,no change,irontogold
Olaf,JUNGLE,47.92,1.52,2.01,no change,irontogold
Olaf,TOP,44.31,1.52,0.31,no change,irontogold
Orianna,MID,47.92,0.26,2.39,no change,irontogold
Ornn,TOP,51.72,0.54,2.87,no change,irontogold
Pantheon,MID,50.73,3.61,3.01,no change,irontogold
Pantheon,TOP,48.95,3.61,1.06,no change,irontogold
Pantheon,SUPPORT,46.77,3.61,2.98,no change,irontogold
Poppy,JUNGLE,49.65,0.66,1.86,no change,irontogold
Poppy,TOP,49.01,0.66,0.85,no change,irontogold
Pyke,SUPPORT,48.23,12.67,8.74,no change,irontogold
Qiyana,MID,46.16,1.36,2.89,no change,irontogold
Quinn,MID,53.5,1.08,0.28,no change,irontogold
Quinn,TOP,49.67,1.08,1.58,no change,irontogold
Rakan,SUPPORT,49.13,0.23,3.32,no change,irontogold
Rammus,JUNGLE,51.83,5.43,2.98,no change,irontogold
Rek'Sai,JUNGLE,48.74,0.53,1.36,no change,irontogold
Rell,SUPPORT,51.42,0.96,1.89,no change,irontogold
Renekton,TOP,46.25,4.03,3.98,no change,irontogold
Renekton,MID,49.39,4.03,0.89,no change,irontogold
Rengar,TOP,48.31,1.35,0.97,no change,irontogold
Rengar,JUNGLE,45.17,1.35,2.94,no change,irontogold
Riven,TOP,48.99,1.8,4.9,no change,irontogold
Riven,MID,52.16,1.8,0.79,no change,irontogold
Rumble,MID,50.62,0.45,0.47,no change,irontogold
Rumble,TOP,46.43,0.45,0.49,no change,irontogold
Rumble,JUNGLE,45.89,0.45,1.06,no change,irontogold
Ryze,MID,46.77,0.43,3.51,no change,irontogold
Ryze,TOP,47.25,0.43,1.15,no change,irontogold
Samira,ADC,49.65,29.24,9.64,no change,irontogold
Sejuani,JUNGLE,50.36,0.25,1.88,no change,irontogold
Senna,SUPPORT,48.82,7.99,9,no change,irontogold
Senna,ADC,48.04,7.99,1.39,no change,irontogold
Seraphine,MID,51.84,2.25,0.59,no change,irontogold
Seraphine,SUPPORT,50.09,2.25,4.63,no change,irontogold
Sett,TOP,50.95,16.8,11.54,no change,irontogold
Sett,MID,53.39,16.8,1.9,no change,irontogold
Sett,SUPPORT,45.98,16.8,1.92,no change,irontogold
Shaco,JUNGLE,48.15,26.09,6.56,no change,irontogold
Shaco,SUPPORT,50.93,26.09,1.54,no change,irontogold
Shen,TOP,50.82,1.28,4.02,no change,irontogold
Shen,SUPPORT,49,1.28,0.62,no change,irontogold
Shyvana,JUNGLE,51.77,0.52,2.94,no change,irontogold
Singed,TOP,51.22,0.24,1.27,no change,irontogold
Sion,TOP,51.38,0.21,2.16,no change,irontogold
Sivir,ADC,50.62,1.03,3.9,buff,irontogold
Skarner,JUNGLE,50.73,0.16,0.79,no change,irontogold
Sona,SUPPORT,52.29,0.11,2.33,tweak,irontogold
Soraka,SUPPORT,50.62,0.76,4.71,no change,irontogold
Swain,ADC,55.65,5.06,0.65,no change,irontogold
Swain,MID,53.25,5.06,0.63,no change,irontogold
Swain,SUPPORT,51.15,5.06,4.38,no change,irontogold
Sylas,MID,48.29,12.05,7.79,no change,irontogold
Sylas,TOP,47.14,12.05,3.15,no change,irontogold
Syndra,MID,47.21,0.87,3.29,no change,irontogold
Tahm Kench,TOP,51.48,15.76,7.27,nerf,irontogold
Tahm Kench,SUPPORT,47.61,15.76,0.87,nerf,irontogold
Taliyah,MID,49.97,0.08,0.11,no change,irontogold
Taliyah,SUPPORT,51.08,0.08,0.09,no change,irontogold
Taliyah,JUNGLE,47.05,0.08,0.58,no change,irontogold
Talon,MID,49.47,2.54,3.5,no change,irontogold
Taric,SUPPORT,51.45,0.15,1.29,no change,irontogold
Teemo,TOP,50.81,6.58,5.58,no change,irontogold
Teemo,MID,53.1,6.58,0.73,no change,irontogold
Thresh,SUPPORT,47.88,6.71,12.59,no change,irontogold
Tristana,ADC,49.97,11.14,11.97,no change,irontogold
Trundle,JUNGLE,52.83,1.51,3.53,no change,irontogold
Trundle,TOP,51.16,1.51,2.22,no change,irontogold
Tryndamere,TOP,48.54,4.94,4.01,no change,irontogold
Tryndamere,MID,51.81,4.94,0.8,no change,irontogold
Tryndamere,JUNGLE,47.32,4.94,0.55,no change,irontogold
Twisted Fate,MID,46.96,0.15,2.41,no change,irontogold
Twitch,ADC,49.58,2.53,5.1,no change,irontogold
Twitch,JUNGLE,44.4,2.53,0.64,no change,irontogold
Udyr,JUNGLE,48.25,1.07,1.62,no change,irontogold
Urgot,TOP,51.43,3.41,3.68,no change,irontogold
Varus,ADC,48.98,0.82,5.11,no change,irontogold
Vayne,ADC,51.05,14.16,14.72,no change,irontogold
Vayne,TOP,48.55,14.16,2.14,no change,irontogold
Veigar,MID,51.18,1.83,4.52,no change,irontogold
Veigar,ADC,53.28,1.83,0.79,no change,irontogold
Veigar,SUPPORT,48.92,1.83,1.35,no change,irontogold
Vel'Koz,MID,51.53,0.85,1.34,no change,irontogold
Vel'Koz,SUPPORT,50.99,0.85,2.63,no change,irontogold
Vi,JUNGLE,52.06,0.65,3.42,no change,irontogold
Viego,JUNGLE,50.33,27.6,11.92,no change,irontogold
Viego,MID,49.66,27.6,1.84,no change,irontogold
Viego,TOP,47.78,27.6,1.64,no change,irontogold
Viktor,MID,51.61,0.43,2.4,no change,irontogold
Vladimir,MID,49.24,3.87,3.04,buff,irontogold
Vladimir,TOP,48.9,3.87,1.08,buff,irontogold
Volibear,JUNGLE,51.51,4.14,5.1,no change,irontogold
Volibear,TOP,49.87,4.14,2.99,no change,irontogold
Warwick,JUNGLE,51.39,4.68,7.4,no change,irontogold
Warwick,TOP,50.43,4.68,1.05,no change,irontogold
Wukong,TOP,51.83,1.75,3,no change,irontogold
Wukong,MID,53.56,1.75,0.46,no change,irontogold
Wukong,JUNGLE,49.51,1.75,0.69,no change,irontogold
Xayah,ADC,47.93,0.49,4.04,no change,irontogold
Xerath,MID,51.2,6.78,2.77,no change,irontogold
Xerath,SUPPORT,50.82,6.78,5.46,no change,irontogold
Xin Zhao,JUNGLE,51.26,16.57,9.87,nerf,irontogold
Yasuo,MID,51.45,27.57,13.88,no change,irontogold
Yasuo,TOP,51.78,27.57,3.1,no change,irontogold
Yasuo,ADC,51.94,27.57,2.24,no change,irontogold
Yone,MID,51.25,15.54,9.23,no change,irontogold
Yone,TOP,50.29,15.54,2.62,no change,irontogold
Yorick,TOP,52.23,2.86,3.02,no change,irontogold
Yuumi,SUPPORT,50.28,10.62,9.33,no change,irontogold
Zac,JUNGLE,52.11,1.52,3.84,no change,irontogold
Zed,MID,49.03,44.2,11.48,no change,irontogold
Ziggs,ADC,54.01,7.75,5.77,tweak,irontogold
Ziggs,MID,51.23,7.75,2.57,tweak,irontogold
Zilean,SUPPORT,51.34,0.71,2.71,no change,irontogold
Zoe,MID,46.32,0.89,2.17,no change,irontogold
Zyra,SUPPORT,52.44,3.52,5.56,no change,irontogold
Aatrox,TOP,48.3,2.52,3.68,no change,irontogold
Ahri,MID,50.49,1.7,5.95,no change,irontogold
Akali,MID,47.53,10.93,6.07,no change,irontogold
Akali,TOP,46.94,10.93,2.55,no change,irontogold
Akshan,MID,48.79,27.98,6.16,nerf,irontogold
Akshan,TOP,48.85,27.98,1.2,nerf,irontogold
Akshan,ADC,46.69,27.98,3.37,nerf,irontogold
Alistar,SUPPORT,50.71,1.45,4.41,no change,irontogold
Amumu,JUNGLE,53,1.16,4.11,tweak,irontogold
Anivia,MID,51.38,2.49,2.7,no change,irontogold
Anivia,SUPPORT,48.01,2.49,0.51,no change,irontogold
Annie,MID,52.58,1.56,3.34,no change,irontogold
Aphelios,ADC,48.83,2.12,5.67,no change,irontogold
Ashe,ADC,51.93,5.29,18.41,no change,irontogold
Aurelion Sol,MID,49.5,0.19,0.54,no change,irontogold
Azir,MID,44.94,0.21,1.03,no change,irontogold
Bard,SUPPORT,48.6,0.35,2.2,no change,irontogold
Blitzcrank,SUPPORT,50.67,16.43,7.6,no change,irontogold
Brand,SUPPORT,52.3,10.34,6.66,no change,irontogold
Brand,MID,53.8,10.34,1.22,no change,irontogold
Braum,SUPPORT,50.66,0.45,3.08,no change,irontogold
Caitlyn,ADC,48.4,8.61,14.11,no change,irontogold
Camille,TOP,50.83,6.99,6.37,no change,irontogold
Cassiopeia,MID,50.1,2.08,3.06,no change,irontogold
